AssemblyName,Organism
ZJU_Rovatum_v1,Rhododendron ovatum
ASM1967100v1,Hibiscus mutabilis
ASM1960990v1,Fusarium poae
ASM1969321v1,Salinarchaeum sp. IM2453
ilPhaBuce1.2,Phalera bucephala
RW_assembly,Acrocephalus scirpaceus scirpaceus
ASM1966996v1,Methanoculleus chikugoensis
ASM1966994v1,Methanosarcina mazei
ASM1966992v1,Methanobrevibacter arboriphilus
ARS_UOA_Gaur_1.1,Bos gaurus
ASM1963374v1,Methanofollis formosanus
iVesVel2.1,Vespa velutina
M.esculenta_v8,Manihot esculenta
ASM1957865v1,Ricinus communis
ASM1956561v1,Trichoderma simmonsii
ASM1955388v1,Verticillium nonalfalfae
ASM1955187v1,Verticillium nonalfalfae
UCB_Epus_1.0,Engystomops pustulosus
ASM1951458v1,Dendrobium officinale
ASM1945343v1,Rhinogobius similis
HCur_v2,Hydrophis curtus
HCya_v2,Hydrophis cyanocinctus
UPITT_Tgon_RH88_1.0,Toxoplasma gondii
ASM1945558v1,Toxoplasma gondii
Marm_hapY,Mastacembelus armatus
Marm_hapX,Mastacembelus armatus
ASM1945775v1,Venturia canescens
ASM1945542v1,Gossypium anomalum
ilPamFasc1.1,Pammene fasciana
ilPerRhom1.1,Peribatodes rhomboidaria
ilFurFurc1.1,Furcula furcula
icApoCory1.1,Apoderus coryli
iyBomSyle1.1,Bombus sylvestris
Ogib_1.0,Oedothorax gibbosus
UCB_Hboe_1.0,Hymenochirus boettgeri
cn2,Caenorhabditis nigoni
Prin_Dtei_1.1,Drosophila teissieri
mDroGli1.pri,Dromiciops gliroides
ASM1944390v1,Zymoseptoria tritici
ASM1944388v1,Zymoseptoria tritici
ASM1944386v1,Zymoseptoria tritici
brapa_z1_v2,Brassica rapa
ASM1943126v1,Saccharomyces bayanus
ASM1942577v1,Rafetus swinhoei
ASM1942575v1,Amaranthus cruentus
BAv1.1,Buddleja alternifolia
Prin_Dyak_NY73PB_1.1,Drosophila yakuba
Prin_Dsan_1.1,Drosophila santomea
Prin_Dyak_Tai18E2_2.1,Drosophila yakuba
O.fragrans.LYG.hic.fasta,Osmanthus fragrans
Fcat_Pben_1.1_maternal_alt,Felis catus
Fcat_Pben_1.1_paternal_pri,Prionailurus bengalensis
MPB_Lper_Kyuss_1697,Lolium perenne
ASM1935983v1,Pharus latifolius
Pt76_Chrs,Puccinia triticina
ASM1934314v1,Fusarium graminearum
ASM1933890v1,Oryza sativa Indica Group
ASM1932006v1,Cervus canadensis
ASM1932011v1,Miscanthus floridulus
ver6.0,Spodoptera frugiperda
iyBomHypn1.1,Bombus hypnorum
ilThySylv1.1,Thymelicus sylvestris
iyDolSaxo1.1,Dolichovespula saxonica
idChrBici1.1,Chrysotoxum bicinctum
icCanRust1.1,Cantharis rustica
ilPyrMalv3.1,Pyrgus malvae
iyDolMedi1.1,Dolichovespula media
ASM1933204v1,[Candida] auris
ASM1933202v1,[Candida] haemuloni
PI594527.PLATINUM.CHROMOSOMES.fasta,Glycine max
ASM1932176v1,Wickerhamomyces anomalus
ASM1932167v1,Wickerhamomyces anomalus
Paulownia fortunei Genome V1.0,Paulownia fortunei
P.tigris_Pti1_mat1.1,Panthera tigris
PAN1.0,Protopterus annectens
ASM414822v2,Heterodera glycines
ASM1928827v1,Aspergillus niger
ASM1927791v1,Prunus salicina
ASM1763931v2,Drosophila ananassae
ASM1926374v1,Methanospirillum hungatei
ASM1926214v1,Candidatus Methanogranum sp. U3.2.1
rCheMyd1.pri.v2,Chelonia mydas
wheat_cv_fielder_v1_assembly,Triticum aestivum
fErpCal1.3,Erpetoichthys calabaricus
C.illinoinensisLakota_v1,Carya illinoinensis
C.illinoinensisElliott_v1,Carya illinoinensis
Bf-hap,Branchiostoma floridae x Branchiostoma belcheri
Bb-hap,Branchiostoma floridae x Branchiostoma belcheri
Alosa.v1,Alosa sapidissima
MaoHua_MHT,Actinidia eriantha
ASM1920279v1,Arabidopsis thaliana x Arabidopsis arenosa
ASM1920280v1,Arabidopsis suecica
MATL_1.0,Megalops atlanticus
IFAPA_SoseM_1,Solea senegalensis
ASM1918654v1,Solanum stenotomum
SceUnd_v1.1,Sceloporus undulatus
ASM1914517v1,Ovis aries
ASM1917538v1,Lycium barbarum
ASM1917534v1,Saccharolobus shibatae B12
ASM1917530v1,Saccharolobus shibatae
fThuMac1.1,Thunnus maccoyii
idXanPedi1.1,Xanthogramma pedissequum
mCerEla1.1,Cervus elaphus
idBibMarc1.1,Bibio marci
icOcyOlen1.1,Ocypus olens
iyAndHaem1.1,Andrena haemorrhoa
ilYpsScab1.1,Ypsolopha scabrella
iyEctCont1.1,Ectemnius continuus
ilCydSple1.1,Cydia splendana
iyNysSpin1.1,Nysson spinosus
iyCerRyby1.1,Cerceris rybyensis
ilAcrAcer1.1,Acronicta aceris
fTauBub2.1,Taurulus bubalis
ilTinSemi1.1,Tinea semifulvella
ilChrCulm1.1,Chrysoteuchia culmella
ilBemIchn1.1,Bembecia ichneumoniformis
icMalBipu1.1,Malachius bipustulatus
ilEnnQuei1.1,Ennomos quercinarius
ilParStra1.1,Parapoynx stratiotata
ilNocJant1.1,Noctua janthe
OUH206_pseudomolecules_assembly,Hordeum vulgare subsp. spontaneum
mAcoPer2_REL_1905,Acomys percivali
mAcoKem2_REL_1905,Acomys kempi
mAcoDim1_REL_1905,Acomys dimidiatus
ASM1915518v1,Beaufortia kweichowensis
Tcon_1.0,Tribolium confusum
amgenome_v1.0,Avicennia marina
ASM1180120v1,Cryptococcus neoformans var. grubii H99
ASM1914424v1,Citrus sinensis
ASM1914419v1,Citrus sinensis
ASM1914415v1,Citrus sinensis
ASM1914422v1,Citrus sinensis
ASM1914418v1,Citrus sinensis
ASM1914366v1,Citrus sinensis
ASM1909598v1,Streblospio benedicti
ASM1913776v1,Oryza sativa
FRAX_001_PL,Fraxinus excelsior
SWU_Hwy_1.0,Hemibagrus wyckioides
SYAU_Tha_1.0,Trichoderma harzianum
Zm_PHJ40_v1,Zea mays
Zm_NKH8431_v1,Zea mays
Zm_B84_v1,Zea mays
Zm_LH145_v1,Zea mays
Zm_PHB47_v1,Zea mays
IZB_EATRO1125_Draft_genome_1.0,Trypanosoma brucei
PxLV.1,Plutella xylostella
ASM1905959v1,Marasmia exigua
ASM1905955v1,Alternaria longipes
P_sulf_FINAL_HiC_nocotam_named,Pachyrhynchus sulphureomaculatus
Diul.assembly.v1.1,Dryas iulia moderata
ASM1904947v1,Eueides isabella
ASM1903977v1,[Candida] auris
ASM1903975v1,[Candida] auris
ASM1903973v1,[Candida] auris
ASM1903971v1,[Candida] auris
ASM1903969v1,[Candida] auris
ASM1903967v1,[Candida] auris
ASM1903965v1,[Candida] auris
ASM1903963v1,[Candida] auris
ASM1903961v1,[Candida] auris
ASM1903959v1,[Candida] auris
ASM1903957v1,[Candida] auris
ASM1903955v1,[Candida] auris
ASM1903953v1,[Candida] auris
ASM1903951v1,[Candida] auris
ASM1903949v1,[Candida] auris
ASM1903947v1,[Candida] auris
ASM1903945v1,[Candida] auris
ASM1903943v1,[Candida] auris
ASM1903941v1,[Candida] auris
ASM1903939v1,[Candida] auris
ASM1903937v1,[Candida] auris
ASM1903935v1,[Candida] auris
ASM1903931v1,[Candida] auris
ASM1903929v1,[Candida] auris
ASM1903927v1,[Candida] auris
ASM1903923v1,[Candida] auris
LSU_DiBr_2.0,Diglossa brunneiventris
Schi1.0,Schlechtendalia chinensis
ASM1899795v1,Gossypium barbadense
ASM1902251v1,Quercus aquifolioides
NIHHS_FaW_1.0,Fragaria x ananassa
ASM1899414v1,Leptobrachium ailaonicum
ASM1899796v1,Gossypium hirsutum
ASM1900995v1,Riptortus pedestris
ASM1899790v1,Channa argus
fAstCal1.3,Astatotilapia calliptera
YUN_Tarv_1.0,Thlaspi arvense
Bgtriticale_THUN12_genome_v1_2,Blumeria graminis f. sp. triticale
UU_Maror_2,Marasmius oreades
ArivF1,Anopheles rivulorum
bStrTur1.2,Streptopelia turtur
FrCoel.v2,Fringilla coelebs coelebs
ASM1890193v1,Pugionium cornutum
UNAM_Carg_1.1,Cucurbita argyrosperma subsp. argyrosperma
Jmimo_V1,Jacaranda mimosifolia
Tspe_v1,Telopea speciosissima
TN1_rice_v1.0,Oryza sativa
ASM1883169v1,Puntigrus tetrazona
ASM1883171v1,Matsumurasca onukii
ASM1883164v1,[Candida] auris
ASM1881202v1,Megalobrama amblycephala
NWAFU_Friesian_1.0,Ovis aries
ASM1874946v1,Paracanthobrama guichenoti
ASM1870372v1,Brassica juncea
JKI_Pf_1.0,Prunus fruticosa
QMUL_Sinv_Sequel2,Solenopsis invicta
UNAM_Csor_1.0,Cucurbita argyrosperma subsp. sororia
ASM1869719v1,Certhia americana
C.illinoinensisPawnee_v1,Carya illinoinensis
araca.K10017.gnm1.DQ4M,Arachis cardenasii
aradu.K30060.gnm1.W9B1,Arachis duranensis
Garlic.V2.fa,Allium sativum
ASM1862305v1,Halorubrum sp. 2020YC2
ASM1418298v2,Solanum tuberosum
ASM1852499v1,Prunus armeniaca
Methanocaldococcus_lauensis_SG7,Methanocaldococcus sp. SG7
Methanocaldococcus_lauensis_SG1,Methanocaldococcus sp. SG1
ASM1849164v1,Gobiocypris rarus
ASM16539v2,Babesia bovis T2Bo
ASM1850248v1,Methanospirillum sp. J.3.6.1-F.2.7.3
ASM1814088v1,Aspergillus flavus
ASM1839867v1,Coregonus clupeaformis
fAloSap1.pri,Alosa sapidissima
ASM1839881v1,Conus ventricosus
UL_REHI_2.0,Reinhardtius hippoglossoides
ZJU1.0,Hippocampus abdominalis
Eelu-V1,Ephestia elutella
genome,Sparassis latifolia
NTU_Bstr_SAD12_2.2,Boechera stricta
NTU_Bstr_LTM_2.2,Boechera stricta
idVolInan1.1,Volucella inanis
ilBlaAdus2.1,Blastobasis adustella
idEriPert2.1,Eristalis pertinax
ilCroElin1.1,Crocallis elinguaria
ilIdaAver1.1,Idaea aversata
Zo_v1.1,Zingiber officinale
SspV2,Salvia splendens
Bhaga_Chr,Fagus sylvatica
iyNomFabr1.1,Nomada fabriciana
qDolPla1.1,Dolomedes plantarius
ilHabPyri1.1,Habrosyne pyritoides
ilZeuPyri1.1,Zeuzera pyrina
bCapEur3.1,Caprimulgus europaeus
icCocSept1.1,Coccinella septempunctata
dImpGla2.1,Impatiens glandulifera
iBraPut3m.1,Brachyptera putata
iHemFuc1.1,Hemaris fuciformis
ASM1840007v1,Danio rerio
ASM1839793v1,Propsilocerus akamusi
ilNocPron1.1,Noctua pronuba
AARE701a,Arabidopsis arenosa
ScPE_H4_f,Saccharomyces cerevisiae PE-2
ScPE_H3_f,Saccharomyces cerevisiae PE-2
Rye_Lo7_2018_v1p1p1,Secale cereale
bFalNau1.pat,Falco naumanni
P.leo_Ple1_pat1.1,Panthera leo
ASM1835013v1,Citrus trifoliata
O.geoffroyi_Oge1_pat1.0,Leopardus geoffroyi
F.catus_Fca126_mat1.0,Felis catus
ASM1820801v1,Medicago ruthenica
Pv_5.2,Polypedilum vanderplanki
ASM1834083v1,Prunus persica
ASM1834538v1,Vulpes lagopus
ANANG_Geno_1.0,Anguilla anguilla
ASM1832078v1,Cheilinus undulatus
ASM1834038v1,Cyprinus carpio
ASM1834077v1,Taxus wallichiana var. yunnanensis
Otsh_v2.0,Oncorhynchus tshawytscha
IWGSC CS RefSeq v2.1,Triticum aestivum
LSAL_IOA00_R2,Lepeophtheirus salmonis
ARS_Simm1.0,Bos taurus x Bison bison
ARS-UCSC_bison1.0,Bos taurus x Bison bison
bEriRub2.2,Erithacus rubecula
bTaeGut1.4.pri,Taeniopygia guttata
ASM1825827v1,Solanum commersonii
V1,Gillenia trifoliata
ASM1825784v1,Chlamydomonas reinhardtii
bAquChr1.4,Aquila chrysaetos chrysaetos
fTakRub1.3,Takifugu rubripes
ASM1822876v1,Halorubrum sodomense
ASM1822364v1,Jasminum sambac
LSU_RhHo_2.0,Rhegmatorhina hoffmannsi
fAnaTes1.3,Anabas testudineus
fMasArm1.3,Mastacembelus armatus
fSpaAur1.2,Sparus aurata
aRhiBiv1.2,Rhinatrema bivittatum
fSalTru1.2,Salmo trutta
aMicUni1.2,Microcaecilia unicolor
aGeoSer1.2,Geotrypetes seraphini
ASM1418288v2,Eucalyptus caleyi
ASM1814086v1,Aspergillus oryzae
ASM1814075v1,Aspergillus oryzae
ASM1814073v1,Aspergillus oryzae
NSME_pig_1.2,Sus scrofa scrofa
cordophanus_v1,Citrullus lanatus subsp. cordophanus
Lvar_3.0,Lytechinus variegatus
Cabbage_OX-heart_923_BVRC,Brassica oleracea var. capitata
ASM1814443v1,Gossypium tomentosum
ASM1814118v1,Methanobacterium sp. MethCAN
mCalJa1.2.pat.X,Callithrix jacchus
mCalJac1.2.pat,Callithrix jacchus
ASM1813681v1,Isochrysis galbana
ASM1813684v1,Heterotis niloticus
ASM1813214v1,Boehmeria nivea var. tenacissima
SUMHS_MV_1.0,Metaphire vulgaris
AmerM5.1,Anopheles merus
ilOchPlec1.1,Ochropleura plecta
inChrCarn1.1,Chrysoperla carnea
ilSchCost1.1,Schrankia costaestrigalis
iyVesVulg1.1,Vespula vulgaris
ilAutPulc1.1,Autographa pulchrina
ilOchSylv3.1,Ochlodes sylvanus
ilLepSina1.1,Leptidea sinapis
ilEraDefo1.1,Erannis defoliaria
ilFabAdip1.1,Fabriciana adippe
ilAntCard3.1,Anthocharis cardamines
ilPheGnom1.1,Pheosia gnoma
ilHesComm1.1,Hesperia comma
ilGlaAlex1.1,Glaucopsyche alexis
ASM1813914v1,Gymnogyps californianus
RGv1.1,Rhododendron griersonianum
ASM1810499v1,Cairina moschata
INRAE_Cpar_1.0,Cryphonectria parasitica
ASM1810577v1,Citrus sinensis
P2C.v1.0,Pneumocystis sp. 'macacae'
ASM1812892v1,Nitrosopumilus sp. K4
Ssal_v3.1,Salmo salar
iAphHyp1.2,Maniola hyperantus
ASM1797944v1,Akebia trifoliata
fToxJac2.pri,Toxotes jaculatrix
bCucCan1.pri,Cuculus canorus
fCheRos1.pri,Chelmon rostratus
LU_Lenr_1.0,Leishmania enriettii
ASM1795798v1,Sus scrofa domesticus
LU_LNam_1.0,Leishmania sp. Namibia
LU_Pher_1.0,Porcisia hertigi
LU_Lgha_1.0,Leishmania sp. Ghana 2012 LV757
LU_Lori_1.0,Leishmania orientalis
LU_Lmar_1.0,Leishmania martiniquensis
ASM1794965v1,Aureobasidium melanogenum
ASM1794945v1,Aureobasidium melanogenum
ASM1794596v1,Trichoderma asperellum
Pisum_sativum_v1a,Pisum sativum
ASM1789348v1,Hemerocallis citrina
Xenopus_laevis_v10.1,Xenopus laevis
CSKR.v2,Clonorchis sinensis
PaWa137m,Podospora anserina
MGAL_WU_HG_1.0,Meleagris gallopavo
ASM1776682v1,Zymoseptoria tritici
ASM1776680v1,Zymoseptoria tritici
ASM1776678v1,Zymoseptoria tritici
ASM1776672v1,Zymoseptoria tritici
ASM1776664v1,Zymoseptoria tritici
ASM1776652v1,Zymoseptoria tritici
ASM1776642v1,Zymoseptoria tritici
ASM1776628v1,Zymoseptoria tritici
ASM1776614v1,Zymoseptoria tritici
ASM1775104v1,Gasterosteus aculeatus
AmbMex60DD,Ambystoma mexicanum
MorexV3_pseudomolecules_assembly,Hordeum vulgare subsp. vulgare
ilBolSele5.2,Boloria selene
mCanLor1.2,Canis lupus
ASM411991v2,Collichthys lucidus
ASM1765450v1,Polyodon spathula
pEimTen1.1,Eimeria tenella
bCygOlo1.pri.v2,Cygnus olor
fMelBoe1.pri,Melanotaenia boesemani
bCicMag1.pri,Ciconia maguari
AmiCal1,Amia calva
sCarCar2.pri,Carcharodon carcharias
ASM1759143v1,Portunus trituberculatus
ASM1759144v1,Giraffa camelopardalis rothschildi
Aaes_hic,Amazona aestiva
MMon_1.0,Myiopsitta monachus
SCU_BraROA_2.3,Brassica rapa subsp. trilocularis
sPriPec2.1.pri,Pristis pectinata
sAmbRad1.1.pri,Amblyraja radiata
barley_shape_hor_3365,Hordeum vulgare subsp. vulgare
iyVesGerm1.1,Vespula germanica
icRhaFulv1.1,Rhagonycha fulva
ilAbrTrip1.1,Abrostola tripartita
sScyCan1.2,Scyliorhinus canicula
allium cepa DHCU066619 genome sequence,Allium cepa
ilPheTrem1.1,Pheosia tremula
ilLysBell1.1,Lysandra bellargus
ilManJurt1.1,Maniola jurtina
iyBomPasc1.1,Bombus pascuorum
iyBomHort1.1,Bombus hortorum
barley_shape_golden_promise_1.0,Hordeum vulgare subsp. vulgare
Zm-B73_B-CHROMOSOME-MBSC-1.0,Zea mays
Ogor_1.0,Oncorhynchus gorbuscha
CAU_O.aries_1.0,Ovis aries
ASM1755242v1,Salix suchowensis
ASM1756216v1,Ectropis grisescens
AsteI4,Anopheles stephensi
NemWhi1,Nematolebias whitei
Spirodela_intermedia_8410_2,Spirodela intermedia
DPuli_LK16,Daphnia pulicaria
Ch_v2.0.2,Clupea harengus
Mhudiblu_PPA_v2,Pan paniscus
ASM14922v2,Lachancea kluyveri NRRL Y-12651
ASM1735788v1,Monilinia vaccinii-corymbosi
ASM1735740v1,Halovivax sp. KZCA124
ASM1535301v1,Saccharomyces eubayanus
ASM1535304v1,Saccharomyces eubayanus
ASM1680140v1,Parastagonospora nodorum SN15
ASM1735557v1,Histoplasma capsulatum G186AR
ASM478572v2,Pyricularia oryzae
ASM1735489v1,Podospora comata
ASM1735209v1,Haloterrigena longa
ilMimTili1.1,Mimas tiliae
OnivRS2,Oryza nivara
OgluRS3,Oryza glumipatula
Glycine_max_v4.0,Glycine max
OglaRS2,Oryza glaberrima
ObraRS2,Oryza brachyantha
OpunRS2,Oryza punctata
ObarRS3,Oryza barthii
OmerRS3,Oryza meridionalis
AaraD3,Anopheles arabiensis
AcolMOP1,Anopheles coluzzii
ASM1731120v1,Camellia sinensis var. sinensis
AAC_Synergy_1.0,Hordeum vulgare
mabamboo_1.0,Dendrocalamus latiflorus
Mcoruscus_HiC,Mytilus coruscus
UM_Calb_Chn1,Candida albicans CHN1
ASM1730988v1,Kluyveromyces marxianus
ASM1731061v1,Histoplasma capsulatum H88
ASM1731058v1,Histoplasma capsulatum
SYSU_Elan_1.1,Epinephelus lanceolatus
UL_Cfrigida_v1.1,Coelopa frigida
ASM1714139v1,Laodelphax striatellus
ASM1714138v1,Sogatella furcifera
ASM1714047v1,Eucalyptus fibrosa
ASM1714061v1,Eucalyptus cladocalyx
ASM1714039v1,Eucalyptus lansdowneana
ASM1714059v1,Eucalyptus curtisii
ASM1714018v1,Eucalyptus polyanthemos subsp. polyanthemos
ASM1714032v1,Eucalyptus leucophloia subsp. euroa
ASM1714025v1,Eucalyptus paniculata subsp. matutina
ASM1716589v1,Gossypium mustelinum
ASM1714016v1,Eucalyptus shirleyi
Poecilia_formosa_haplotype_latipinna,Poecilia formosa
Poecilia_formosa_haplotype_mexicana,Poecilia formosa
ASM1713956v1,Luffa aegyptiaca
ASM1716582v1,Hepsetus odoe
hormaphis_cornu_26Sep2017_PoQx8,Hormaphis cornu
ASM1730175v1,Pneumocystis wakefieldiae
ASM1716117v1,Ogataea polymorpha
ASM1709452v1,Halapricum desulfuricans
ASM1709450v1,Halapricum desulfuricans
ASM1709448v1,Natranaeroarchaeum sulfidigenum
ilPieNapi4.1,Pieris napi
ASM1709446v1,Halapricum desulfuricans
ASM1709444v1,Halapricum desulfuricans
CSIRO_BtryS06_freeze2,Bactrocera tryoni
Gossypium_hirsutum_v2.1,Gossypium hirsutum
mHomSap3.pat,Homo sapiens
mHomSap3.mat,Homo sapiens
ASM1695235v1,Fusarium culmorum
ASM1695230v1,Fusarium pseudograminearum
ASM1692082v1,Penaeus chinensis
idTacFera2.1,Tachina fera
idXylSylv2.1,Xylota sylvarum
ilAmpTrag2.1,Amphipyra tragopoginis
ilLaoPopu1.1,Laothoe populi
ilLysCori1.1,Lysandra coridon
ilSpiLubr1.1,Spilosoma lubricipeda
ilTinTrin1.1,Tinea trinotella
GAculeatus_UGA_version5,Gasterosteus aculeatus aculeatus
VacMyr_v1.0,Vaccinium myrtillus
UNSW_CanFamBas_1.2,Canis lupus familiaris
ASM1691785v1,Halobacterium sp. GSL-19
ilNotDrom1.1,Notodonta dromedarius
ASM1690657v1,Ceratobasidium sp. AG-Ba
ASM1690655v1,Ceratobasidium sp. AG-Ba
ASM1690653v1,Rhizoctonia solani
ASM1107488v2,Brettanomyces bruxellensis
ASM1690602v1,Haloterrigena salifodinae
aRanTem1.1,Rana temporaria
aBufBuf1.1,Bufo bufo
ilAutGamm1.1,Autographa gamma
ilParAegt1.1,Pararge aegeria
ilNotUddm1.1,Notocelia uddmanniana
ilNocFimb1.1,Noctua fimbriata
ilMamBras1.1,Mamestra brassicae
ilThyBati1.1,Thyatira batis
ilPieRapa1.1,Pieris rapae
ilLimCami1.1,Limenitis camilla
ilHypProb1.1,Hypena proboscidalis
ilHylFasc1.1,Hylaea fasciaria
ilEryTage1.1,Erynnis tages
ilCyaSemi1.1,Cyaniris semiargus
ilCelArgi3.1,Celastrina argiolus
ilAriAges1.1,Aricia agestis
ilAglIoxx1.1,Nymphalis io
ilMelCinx1.1,Melitaea cinxia
ilLasFlex1.1,Laspeyria flexula
idSyrPipi1.1,Syritta pipiens
ilPieBrab1.1,Pieris brassicae
ilBlaLact1.1,Blastobasis lacticolella
ilColCroc2.1,Colias croceus
USDA_GL1381_v2,Fusarium oxysporum f. sp. fragariae
USDA_GL1080_v2,Fusarium oxysporum f. sp. fragariae
bAcaChl1.pri,Acanthisitta chloris
HiC_Itri_2,Ictidomys tridecemlineatus
ASM1689442v1,Homo sapiens
C.illinoinensisOaxaca_v1,Carya illinoinensis
ASM1688081v1,Tripterygium wilfordii
ASM1685934v1,Istiophorus platypterus
ASM1685929v1,Scheffersomyces stipitis
AluchuensisRIB2601_assembly01,Aspergillus luchuensis
ApuulaauensisMK2_assembly01,Aspergillus puulaauensis
AchevalieriM1_assembly01,Aspergillus chevalieri
AkawachiiIFO4308_assembly01,Aspergillus luchuensis
P.virgatum_v5,Panicum virgatum
ASM1685816v1,Saccharomyces cerevisiae
ASM1685817v1,Saccharomyces cerevisiae
ASM1683550v1,Polypterus senegalus
LDHU3_new,Leishmania donovani
LINF,Leishmania infantum
ASM1680950v1,[Candida] auris
ASM1680824v1,Toxoplasma gondii
ASM1680105v1,Panax notoginseng
ASM1680809v1,Vigna angularis
ASM1297921v2,Spodoptera frugiperda
UM_NZW_1.0,Oryctolagus cuniculus
ASM1680184v1,Polydactylus sextarius
ASM1680188v1,Toxotes chatareus
ASM1680106v1,Sceloporus tristichus
ASM1680141v1,Sceloporus tristichus
ASM1680193v1,Platichthys stellatus
NRCB_FocR1_VCG0125,Fusarium oxysporum f. sp. cubense
NRCB_FocR1_VCG01220,Fusarium oxysporum f. sp. cubense race 1
NRCB_FocSTR4_VCG0120,Fusarium oxysporum f. sp. cubense
ASM1680104v1,Pangasianodon hypophthalmus
O1,Leptodermis oblonga
ASM1680687v1,Trichoderma reesei
ASM1680681v1,Trichoderma reesei
ASM1680679v1,Trichoderma reesei
ASM1680677v1,Trichoderma reesei
ASM1680675v1,Trichoderma reesei
ASM1680673v1,Candidatus Micrarchaeum sp.
ASM1680671v1,Thermoplasmatales archaeon
UNIL_Sinv_3.0,Solenopsis invicta
ARS-UI_Ramb_v2.0,Ovis aries
ASM1680395v1,Ustilaginoidea virens
Fonio_CM05836,Digitaria exilis
ASM322v1,Theileria annulata
ASM1677223v1,[Candida] auris
ASM1677221v1,[Candida] auris
ASM1677219v1,[Candida] auris
ASM1677217v1,[Candida] auris
ASM1677215v1,[Candida] auris
ASM1677213v1,[Candida] auris
YD_2,Nibea albiflora
ASM1676781v1,Penicillium digitatum
NIFOS_GasEla_1.0,Gastrodia elata
ASM1676719v1,Stagonosporopsis rhizophila
ASM1673593v1,Mugilogobius chulae
HotSEEP1_E37,Candidatus Methanoperedenaceae archaeon GB37
HotSEEP1_E50,Candidatus Methanoperedenaceae archaeon GB50
GoM-Arc1_E37,Candidatus Methanoperedenaceae archaeon GB37
GoM-Arc1_E50,Candidatus Methanoperedenaceae archaeon GB50
ilCraLigu1.1,Craniophora ligustri
idScaPyra1.1,Scaeva pyrastri
TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22 25.fasta,Dioscorea cayenensis subsp. rotundata
ASM1570844v2,Clitopilus hobsonii
NRCB_FocR1_VCG0124,Fusarium oxysporum f. sp. cubense
ASM1674641v1,Mangifera indica
NRCB_FocR1_VCG01213_16,Fusarium oxysporum f. sp. cubense
Ctrp_NIC203,Caenorhabditis tropicalis
bGalGal1.mat.broiler.GRCg7b,Gallus gallus
ASM1669955v1,Candidatus Diapherotrites archaeon
ASM1669932v1,Methanolinea sp.
ASM1662553v1,Oreochromis aureus
JCVI_TeTherMIC_3,Tetrahymena thermophila
ASM1661794v1,Ustilago maydis
ASM1661793v1,Ustilago maydis
Bonnet_bellflower_draft_genome_2.0,Codonopsis lanceolata
ASM1662434v1,Platycodon grandiflorus
ASM1661810v1,Dendrobium huoshanense
SCU_Esa_1.0,Eutrema salsugineum
ASM1664770v1,Eucommia ulmoides
GCA_000006355.2,Plasmodium knowlesi strain H
ASM1662610v1,Kluyveromyces marxianus
ASM1662595v1,Kluyveromyces marxianus
ASM1206604v3,Morus alba
AgileGrace,Gracilinanus agilis
ASM1654582v1,Eucalyptus grandis
mRatBN7.2,Rattus norvegicus
10wheat_assembly_lancer,Triticum aestivum
Zm-Ia453-REFERENCE-UF-1.0,Zea mays
AcolN2,Anopheles coluzzii
SaNama_1.0,Salvelinus namaycush
AdamAnt,Antechinus flavipes
Bnig_sang_1.1,Brassica nigra
guava_v11.23,Psidium guajava
ASM1649568v1,[Candida] auris
ASM1649566v1,[Candida] auris
ASM1649564v1,[Candida] auris
10wheat_assembly_mace,Triticum aestivum
10wheat_assembly_julius,Triticum aestivum
10wheat_assembly_jagger,Triticum aestivum
10wheat_assembly_arinaLrFor,Triticum aestivum
ASM1643254v1,archaeon
ASM1643232v1,Candidatus Aenigmarchaeota archaeon
ASM1643230v1,Candidatus Woesearchaeota archaeon
CpurpureusGG1_1_0,Ceratodon purpureus
SbicolorRio_v2,Sorghum bicolor
Elo_Vpla-B_alternate_1.0,Vanilla planifolia
Elo_Vpla-A_principal_1.0,Vanilla planifolia
ASM1640334v1,Corylus heterophylla
bCatUst1.pri.v2,Catharus ustulatus
AparF1,Anopheles parensis
Avan.F1,Anopheles vaneedeni
AlonF1,Anopheles longipalpis
AspaF1,Anopheles sp. NFL-2015
AlikF1,Anopheles funestus-like sensu Spillings et al.
XTMC_PacBio_assembly,Cucumis sativus
Cu2_PacBio_assembly,Cucumis sativus
Cuc37_PacBio_assembly,Cucumis sativus
9110gt_PacBio_assembly,Cucumis sativus
Gy14_PacBio_assembly,Cucumis sativus
W4_PacBio_assembly,Cucumis sativus
Cuc80_PacBio_assembly,Cucumis sativus
W8_PacBio_assembly,Cucumis sativus
Cuc64_PacBio_assembly,Cucumis sativus
Cannbio-2,Cannabis sativa
Hx14_PacBio_assembly,Cucumis sativus
Hx117_PacBio_assembly,Cucumis sativus
ASM1616375v1,Brassica rapa
ASM1616193v1,Mauremys reevesii
LBV136,Anopheles coluzzii
LBV11,Anopheles coluzzii
DLA146,Anopheles coluzzii
LBV88,Anopheles coluzzii
DLA155B,Anopheles coluzzii
DLA112,Anopheles coluzzii
ZJU1.0,Dromaius novaehollandiae
ASM435438v2,Drosophila innubila
UMC_Scan_2.0,Syntrichia caninervis
Ncaninum_LIV,Neospora caninum
Ncaninum_Uru1,Neospora caninum
HAU_Weining_v1.0,Secale cereale
ASM1609761v1,Eucalyptus dawsonii
ASM1609760v1,Eucalyptus guilfoylei
